Tweet,HS,HS_Weak,HS_Moderate,HS_Strong
Terimakasih MLI telah menghadirkan para pakar filsuf Yahudi,1,1,0,0
Tiga2nya sama2 bego wkwkwkwk gak nyambung semua,1,0,1,0
*INTI,1,1,0,0
Trio fajar ni hhhhh,1,1,0,0
Minum air laut dulu nis... biar nggak bau mulutmu.....,1,0,1,0
Apa ini yang di namakan seni abstrak 😮,1,1,0,0
Kubu blah sono jawabannya mentok😂 krna pak Anies memang gk bisa diseret dgn delik pelanggaran pemilu. ceboonkk ohh ceboonkk...mau bkin pa anies jd &quot;pengangguran&quot; malah jd keuntungan utk buat pa anies😂,1,1,0,0
Jangar,1,1,0,0
Roki gerung najwa sihab.nangis mendengar obrolan para elit global ini,1,1,0,0
Semngt idolku fjr,1,1,0,0
Teori psikolinguistik,1,1,0,0
Noh di negri orang mah mati ke bom 😁😂😂 <br>Nah di Indonesia ngga perang <br>Sama virus aja mati ya,1,0,0,1
Penjajah itu dulu paling takut klu umma islam bersatu di masjid.,1,1,0,0
"Akhirnya 3 hasil eksperimen Nikola Tesla di gabungkan, bakalan ada revolusi dibidang industri nih.",1,1,0,0
Anis Baswedan bukan curi start tapi duluan kampanye brooooooooo dari mana ya dananya keliling Indonesia di seluruh propinsi kumpulkan orang dari mana uangnya tuh apa pakai daun ya 😅,1,1,0,0
Betul yg dianggap bener adalah apa yang didukung jokowi,1,1,0,0
Apapun yg di lakukan pak Anies Baswedan selalu bikin meriang lawan politiknya .,1,1,0,0
Prabowo ganjar,1,0,1,0
"Rothscild, carl max, mao zedong bertemu",1,1,0,0
SANGAT NAMPAK SEMAKIN PANIKNYA PARA POLITIKUS PDIP TERHADAP SOSOK ANIS BASWEDAN YANG SEMAKIN DICINTAI RAKYAT INDONESIA HINGGA PELOSOK NKRI.<br>KAMI OPTIMIS JIKA PILPRES 2024 DILAKSANAKAN DENGAN PENEGAKAN AZAS JURDIL LUBER MAKA SUARA ANIS BASWEDAN SANGAT UNGGUH DIATAS SUARA CAPRES LAINNYA NANTINYA.<br>SEMOGA PILPRES BEBAS POLITIK UANG DAN BEBAS SUARA SILUMAN.,1,0,1,0
Tinggal satu lagi si indra 🤣,1,1,0,0
Maaf gak laku lagi ......?!,1,1,0,0
the next level 🙌,1,1,0,0
Anies dapet piala Ngak nih...?,1,1,0,0
"Semoga apa yg disampaikan ustad adi hidayat didengar oleh para penggiat childfree. Karena yang mereka bayangkan punya anak itu akan jadi beban, mereka takut gak bisa mendidik anaknya dengan baik, mereka takut bakal keluar biaya banyak kalo punya anak, mereka takut stres sehingga akan keliatan cepat tua, mereka takut jadi miskin kalo punya anak, semuanya serba mereka takutkan, mereka yakin tanpa anak pun, tetangga dan saudara2nya akan senantiasa rajin mendoakan mereka saat mereka sudah meninggal nanti. Padahal syafaat itu ada yg datang dari anak, emang ada syafaat tetangga, sepupu, ponakan, bibi, paman, adik, kakak? Ada? Nggak ada..<br><br>Mereka lupa kalo allah sudah memberikan kita akal dan fikiran, memberikan kita hati nurani, itu semua utk bekal kita menjemput rezeki dari allah, untuk bekal kita mendidik anak serta istri kita dan juga bekal untuk menafkahi keluarga kita. Jadi apa yg harus kita takutkan dengan punya anak? apalagi takutnya disaat belum mencoba dan merasakan. Semua anugerah yg allah kasih ke kita itu kita kufuri dengan penuh ke suudzonan akan beban yg rasanya teramat sangat besar menanti didepan mereka kalo mereka sampai memiliki anak. Mereka lupa bahwa tiap anak itu sudah diberikan jatah rejeki oleh allah lewat jalan apapun. Mereka berfikir kalo punya anak akan membuat mereka tdk bisa bersenang2, padahal allah selau memberikan rejeki kepada mereka agar tetap bisa bahagia meskipun punya kewajiban menafkahi keluarga.<br><br>Semoga allah memberi hidayah kepada orang2 yg sengaja tdk ingin memiliki keturunan.",1,0,1,0
Ya sah sj anis mau jalan 2 kemanapun gak ada yg larang.  Dia kan bukan pejabat. Itu bukan curi start apanya yg dicuri???,1,1,0,0
Plus kopi 3 gelas,1,1,0,0
Orang baik pinter pasti banyak yg senang termasuk saya,1,1,0,0
Kayaknya fajar bakalan masuk ke acara mata najwa dah.,1,1,0,0
Orang baik u Indonesia lebih baik,1,1,0,0
ADA YANG MARAH SAAT FAJAR DI BIKIN JATUH... LALU SPANDUK DI BELAKANG JATUH... SEHINGGA FAJAR MERASAKAN ADA SESUATU LALU DIA BERDO&#39;A DENGAN MENENGADAHKAN TANGANNYA....,1,1,0,0
malah minta di pijet ajg 😭,1,0,0,1
"Mgkn wan abud org baik, tapi yg jelas gak bisa kerja...ngurus Jakarta aja kagak becus...selain itu wan abud bukan org Indonesia asli...kita butuh pemimpin no 1 NKRI asli Indonesia dari salah satu suku bangsa di Indonesia yg berani dan tegas memberantas korupsi serta membasmi kelompok2 radikal pemecahbelah bangsa",1,0,0,1
SETELAH SEKIAN LAMA AKHIRNYA BISA MELIHAT KADAL BERDISKUSI,1,1,0,0
Semoga pak anies presiden 2024...yang amanah...berkah rakyanya,1,1,0,0
Wakwaw di situ cosplay jadi patung butik ivan gunawan,1,1,0,0
Cebong keluar kepanasan membantah fakta walau tembok di tabrak..kolam tinja tetep di sikat asal bisa njeplak  panas panas...,1,0,1,0
Fakta kembali terbukti: Memang Ahli Tata Kata 😂,1,1,0,0
Head start? Atlit yg sedang bertanding sblm peluit start ditiup sdh lari duluan. Nilai sendiri aja dah.. 😂,1,1,0,0
Ketika 3 admiral bertemu 😂,1,1,0,0
"Percaya nggak percaya bebas, yg ptng ttp patuhi protokol ya biar gk nyusahin orang lain",1,1,0,0
"No KADRUN stress, hiduuup Ganjar pranowo.... 👍👍👍",1,0,1,0
Bangke😂,1,0,0,1
Super,1,1,0,0
"<a href=""https://www.youtube.com/watch?v=gJT_LXs1vaA&amp;t=34m50s"">34:50</a> ulti fajar",1,1,0,0
Kurang makan kunci busi ni bocah🤣,1,1,0,0
"Kayaknya salah konten nih, harusnya masuk konten tanpa arah.",1,1,0,0
"Pada dasarnya,saya tidak menyetujui teori manusia berevolusi dari kera,tapi setelah melihat mereka bertiga saya setuju",1,0,1,0
kaya orang cape gitu ya,1,1,0,0
"njirr ngakak nonton konten ini wkwk,para ilmuan ini wkwk",1,0,1,0
"Masalahnya yg mengatakan childfree tersebut merasa spesial dan ingin semua orang ngikutin, padahal orang2 ga peduli sama pilihan hidupnya.",1,1,0,0
liat anak PAUD lgi ngobrol,1,1,0,0
"Biasa nya dustin bikin orang pusing , baru liat dia pusing sendiri sama narasumber nya wkwkw",1,1,0,0
Dedy si torus bicaranya sombong amat siapa tau besok lusa kamu bisa nganggur,1,1,0,0
Terbaik,1,1,0,0
Sama2 masih mentah tidak punya rekam jejak perjuangan yg panjang hanya orasi2 indah anak sd juga fasih,1,0,1,0
Nambah lucu ad cikky Pajar Onsu rafi,1,1,0,0
"Saya belum menikah, dan masa anak-anak saya ga Indah. Banyak traumanya yang disebabkan karna orang tua saya. Sempet ada pikiran ga mau menikah karna takut ga bisa jadi orang tua yang baik. Tapi setelah dipikir lagi bener kata ustadz, menikah dan melanjutkan keturunan itu fitrah. Sekarang lebih fokus mempersiapkan diri biar siap menikah dan bisa jadi ortu yang baik di banding terus terus an takut menikah. Semoga semua yang masih single saat ini bisa menikah dan mencetak generasi penerus bangsa yang baik",1,0,1,0
"Mau beralasan apapun semua orang tau , Jelas anis curi start, dgn alasan UU kebebasan berkumpul dan berpendapat tapi kan jelas diisi dgn kegiatan kampanye krn klu untuk mulai kampanye kan sdh jelas ada aturannya/jadwalnya dari kpu. <br>Jadi mau berdalih apapun itu tdk fair, itu suatu kecurangan , klu diawali dgn kecurangan gak bakalan barokah.",1,1,0,0
Terimakasih Banyak Bapak Presiden atas kesuksesan Negara Indonesia menangani Covid 19.<br><br><br>Bravo negaraku,1,1,0,0
Funnily,1,1,0,0
12.31 Fajar melambaikan tangan,1,1,0,0
"Trio puyeng😂🤣🤭,bikin mules..kalau d jadiin grup,kocak nih😂🤣",1,1,0,0
"Yg tak boleh itu jalan2 pake uang negara, seperti para pejabat sekarang ni 👍",1,1,0,0
Batuk dari dastin adalah sebuah puncline,1,1,0,0
"Kayak nya COCOK ini,sfrekuensi..sejalan,",1,1,0,0
Dikira Mangap Didepan Umum Itu Gampang....,1,1,0,0
Indonesia banyak merubah istilah agar tidak kasar. Tak punya rumah (tuna wisma) . Pelacur (tuna susila). Rampok uang rakyat (koruptor). Akan banyak istilah baru agar yg bersangkutan tidak malu. Makanya dimasyarakat ini terkenal sbg MUNAFIK. Melakukannya tapi malu.🤗🤗🤗,1,1,0,0
Tolong MLI jdi kn merka ber 3 BA agr satu frame trs 🤣🤣,1,1,0,0
First nih,1,1,0,0
"@Abdul Kodir status relawan sama dengan p Anis, tegur gmn? Tdk ada UU yg mengatur.",1,1,0,0
Obrolan mereka mengingatkan saya dengan suara2 berisik kodok di musim hujan,1,1,0,0
saya sangat setuju jika ambisi dijalani dengan ikhlas tulus akan memberikan kebahgiaan yang tak terhingga ..... selama perjalanan ambisi dilalui tentu disertakan dengan rekam jejak yang dapat dirasakan oleh semua Mahkluk Hidup ..... tak hanya sebatas uraian kata yang indah yang sejuk terdengar jika dibalik alunan kata tersebut mengabaikan hasil ..... hal ini yang akan menjadi pertimbangan😊,1,1,0,0
Anies mencuri?,1,1,0,0
Fajar maju terus,1,1,0,0
"@Ferliyan Erliyanda Putra pemerintah saya kira tidak melarang dalam mencari nafkah hanya membatasi pergerakan untuk kerumunan biar tidak menular, kalau sampai ada yang kelaparan itu tetangga yang mampu yang keterlaluan",1,1,0,0
Fajar😁😁🏃,1,1,0,0
Ajak ngmong lah wak wak nya itu.<br>Bikin pusing terus tin si fajar nya tu.wkwkwk,1,1,0,0
"Kalau ahli mereka kata ya bisa aja jawab curi start di anggap hed star, ya terserah lah mau hed star mau men star barang kawe ya kawe aja, yg penting ingat pepatah Hb kurais sihab yg menggebu&quot; segala cara di jalankan itu yg tidak di ridoi allah, apa lagi yg tida punya visi misi kalau juru bicara mau ngomong apa ya itukan dapat bayaran mau sampe berbusa&quot; Juga di anggap halal.",1,1,0,0
Kurang satu lagi,1,1,0,0
Naahhh ini yang ditunggu2 akhirnya Trio Trisula Emyu dipertemukan,1,1,0,0
Tiga elemen berbahaya,1,1,0,0
Fajar Pelawak Generasi Baru 🔥,1,1,0,0
Saya rakyat Indonesia hanya bisa bersyukur karna Indonesia memiliki pakde Jokowi sebagai Presiden Indonesia 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩👍👍👍👍👍,1,1,0,0
kurang ebel,1,1,0,0
"Bicara lugas membuat program bambu mesun,mengubah nama rmh sakit jd rmh sehat,mengganti korupsi jd kelebihan bayar,membuat sumur resapan.<br>Selama gub.dki ngurus ciliwung aja gak beres!!!!",1,1,0,0
Urutan : <br>1. Fajar<br>2. Dustin <br>3. Soni wakwaw. <br>Gatau urutan apaan. Tersrah kalian yg menilai wkwk,1,1,0,0
Yg bener bor😀😀😀,1,1,0,0
Raja terakhir,1,1,0,0
Heran aja klo ada orang baik TAMPIL dengan niat baik untuk memperbaiki Negara ko pada klojotan..?? Apa ga rela klo Indonesia jadi Negaa yang BERMARTABAT karna di pimpin orang yang bermartabat ?? Aya2 wae otak nya orang Negri wakanda..giliran PEJABAT klayaban PAKE UANG NEGARA..non Muslim keluar masuk masjid/ pesantren ko diantebin bae..😂😂,1,1,0,0
lewat k3randa tiktok 😭,1,1,0,0
Podcast daging semua ini,1,1,0,0
"Kalo yang lain mau blusukan ya monggo, kalo yg lain mau ikut blusukan tapi gak laku,",1,1,0,0
kok bisa gitu .... mas somay jalanan?? wkwkw,1,1,0,0
gua kira orangnya normall .,1,1,0,0
Siapa disini siswa siswi SMA dp?,1,1,0,0
"begini saja masih ada yang gak percaya dan bandel melakukan prokes, mahasiswa yang demo PPKM suruh buka matanya dan hatinya LEBAR2",1,1,0,0
Progam ngak jelas. Hanya janji doang.,1,0,1,0
Banyak yang mati karna covid Tapi sembako belum juga turun harga.setidaknya yang makan byk berkurang harusnya ada penurunan sembako.,1,0,0,1
No Coment,1,1,0,0
"Terima kasih MLI , berkat ini saya berhasil mempelajari bahasa cicak 🙏",1,1,0,0
"Paguyubaaan wkwkwkwkw, coba",1,1,0,0
Terlihat Bestie sekali mereka 😂😂😂,1,1,0,0
Kerja bagus😂😂,1,1,0,0
semua selain jubir musuh anies huahahahah,1,1,0,0
Pajar attitude NOL,1,1,0,0
"Intisari dari podcast ini ada di Quotes<br>detik ke <a href=""https://www.youtube.com/watch?v=gJT_LXs1vaA&amp;t=5m52s"">5:52</a> - <a href=""https://www.youtube.com/watch?v=gJT_LXs1vaA&amp;t=6m00s"">6:00</a> 🗿🗿",1,1,0,0
gausah digaji si wakwaw,1,1,0,0
Sattt,1,1,0,0
Hebat Presidenku bersama jajaran Kabinet Indonesia maju yg kerja tulus bersama Kepala Daerah selain yg nyinyir. Merdeka.,1,1,0,0
@Steven San <br><b>Jokowi janji apa sama anda dan apakah anda memilih Jokowi karena janji itu ???.</b>,1,0,1,0
Ga curi strar tp aksalarasi <br>Ga korup tp kelebihan bayar<br>Ga banjir tp air parkir,1,0,1,0
"Sebuah Diskusi Lintas Dimensi Menghadirkan Berbagai Macam Persepsi , Disini Kita Bongkar Semua Ilusi Demi Mencapai Sebuah Akulturasi Demi Tercapai nya sebuah Harmoni <br>
<br>Beragam Pendapat Tertumpahkan , Menciptakan Sebuah Perjalanan  , Perjalanan demi Perjalanan itulah Kehidupan yang selalu membawa Harapan demi mencapai Masa Depan",1,1,0,0
Curi start kampanye dia ngeles jadi head start kampanye 😅😅😅,1,1,0,0
Pelerrrrr komodo anjir :v,1,0,0,1
Terima kasih Ustadz atas pencerahan dan ilmunya,1,1,0,0
Jawa timur siap dukung pak anies,1,1,0,0
"Kalo komentar pasti beragam,,,yg penting TDK ada aturan UU pemilu yg di langgar,,",1,1,0,0
@Pamungkas 😆😆...Look Can... lihat canc..t.,1,1,0,0
Untuk mli terimakasih banyak karena telah mempersatukan alien kecoak man in black,1,1,0,0
Semoga memiliki keturunan yg sholih sholihah...,1,1,0,0
klwada hero summon mereka bertiga gini mah semuanya jadi skill Ultimate ga ada skill basic 1 2 3 nya.,1,1,0,0
"Channel ini sangat pantas menyandang status Majelis Lucu Indonesia. <br><br>Lucu, dan menarik karena 2 tokoh dalam podcast ini orang2 yg punya warna pemikiran sendiri yg tidak pada umumnya.",1,1,0,0
Semua pertanyaan bisa du jawab oleh politikus.... JawabN bisa beda beda dari setiap politikus.... Anehnya semua jawaban menurut mereka benar....  POL + ITIK + TIKUS....,1,1,0,0
Dari kiri ke kanan:<br>-&quot;Isaac Newton / Wakwaw&quot; mewakili Ilmuwan Matematika dengan Teori Jam Dindingnya<br>-&quot;Khalil Gibran / Fajar&quot; mewakili Pujangga dan penyair dengan kata2 mutiaranya puisinya tentang 4 bersaudara<br>-&quot;Socrates / Dustin&quot; mewakili Filsuf dengan kecerdasan Dewa yang tidak di pahami manusia Normal,1,0,0,1
"Alhamdulillah, 14 anak, 14 menantu, 24 cucu, 2 cicit. Semoga diberkati dengan shalih &amp; sholehah untuk bekal kedua orang tua kami yg sudah meninggal. Aamiiin... 🤲🤲🤲",1,1,0,0
Tiga Serangkai ❎<br>Tiga Serangga  ✔,1,1,0,0
Mntf.,1,1,0,0
vindes sujud ketemu trio master of mind blowing ini,1,1,0,0
"air mata netes sendiri,banyak loh yang berusaha punya anak tapi belum di berikan,.",1,1,0,0
Anis sdh curi start itu. Setiap road show ke daerah daerah selalu terjadi penumpukan massa. Apa itu namanya????,1,1,0,0
Setuju...jadi pemimpin harus jujur dan amanah supaya banyak orang yang suka,1,1,0,0
Datanglah di jatim dan jabar boss sll di jateng aja biar  merata rakyat dapat bingkisan sembako dari kelompoknya pdip dan dwit.,1,0,1,0
wakwaw afk,1,1,0,0
"Kenapa gw nonton sampe habis,,, ya allah aku bertaubat",1,1,0,0
Pasif skill<br><br>Dustin : batuk<br>Fajar : nangis<br>Wakwaw : bengong,1,1,0,0
ksian fajar😅😅😅,1,1,0,0
"Orang mau Sholat Jum&#39;at di bilang kampanye, kan udah jelas2 Pak Anies tidak menjadi Khatib atau pembicara di Masjid itu, mikir pakai akal sehat la",1,1,0,0
"ustad, saya sempat childfree atau masih mungkin sampai sekarang, tapi saya gak pernah menjudge orang lain gimana, ini pure pemikiran saya, karna saya lihat lingkungan saya kalau punya anak itu harus punya rumah, mobil, belum lagi susu mahal bgt, keperluan untuk anak sekarang beragam banget gak kaya orang jaman dulu, terus banyak yg lagi rebutan sekolah anak harus yg terbaik. saya merasa belum cukup, belum mampu. saya binggung ustad :&quot;",1,1,0,0
"Makasih MLI, abis nonton ini berak gw lancar..",1,0,1,0
Bacot su <br>Apa gak terima by one ml aja mau gak,1,0,1,0
Bawaslu Dan KPU nya gak cerdas,1,1,0,0
Plissssssssss sumpahhh Adminn fajarr sama bilyy merekaaa cocok berempatt apalagi ko ruben sama aa bner2 rekan kerjaaa yg cocokkk ngakakaakkk mluuuu,1,1,0,0
"Sholeh luarnya, dalamnya gak",1,1,0,0
"Yg pasti lawan nya Anis merasa ga PD karena semua rakyat udah tau mana yg bagus dan mana yg jelek , wajar mereka berupaya ber macam2 cara di lakukan untuk menjegal Anis karena mereka juga tau Anis yg bakal menang",1,0,1,0
"Ya ini mereka tunjukkan ketakutan,,,, yg pasti dari  PDIP melalui budak dan piaraannya... <br>Jokowi masih bertugas jadi sales...",1,0,1,0
"Bila engkau capek berbuat baik/  kebajikan maka cape akan hilang dan kebajikan akan kekal sebaliknya bila engkau senang dg perbuatan dosa, kesenanganmu akan hilang dan dosa yg akan kekal",1,1,0,0
"Waduh, umur 15, kalo ga sakit - sakitan umur 21 🤣",1,1,0,0
"Terimakasih MLI, jadi tontonan sebelum jam tidur saya malam ini. ❤",1,1,0,0
Klw buat calon lain kan ada masalah bisa kena problem (menggunakan jabatan ),1,1,0,0
Sekarang umur 15 kalo ga sakit harusnya  udah almarhum,1,1,0,0
CIYE2…. PIYE… ENAK JAMAN JOKOWI TOH ANIS BISA CURI START KAMPANYE?!,1,1,0,0
"pokoknya anis ga pernah salah,,benar terus",1,1,0,0
Infokan lokasi markas rahasianya coy,1,1,0,0
ane ana ente anta,1,1,0,0
Mau star apapun gak mungkin jadi persiden indonesia keturunan yaman  gak akan jafi mau het mau hot tetep  pesiden asli pribumi .,1,1,0,0
Ngakak banget.. semoga bulan puasa ada fajar terus,1,1,0,0
"Saya belum menikah dan saya tidak berniat childfree juga. Tapi, saya sempat berpikir bahwa childfree ataupun memiliki anak adalah hak setiap orang. Menurut saya kalau memang seseorang tidak siap menjadi orangtua lebih baik gak usah punya anak. Karena banyak anak-anak yang menderita karena orang tuanya termasuk saya. Saya juga pernah berpikiran sebenarnya apa sih tujuan Tuhan menciptakan saya ke dunia? Alhamdulillah nya, sejauh ini saya masih meyakini bahwa Tuhan pasti telah menyiapkan sesuatu yang indah dalam hidup saya. Karena saya parçaya Tuhan itu Maha Adil. Setelah mendengar ceramah ustadz saya mendapat pemikiran baru. Saya merasa pemikiran saya sebelumnya salah. Saya setuju dengan penjelasan ustadz bahwa salah satu fitrah pernikahan adalah untuk melanjutkan keturunan. Mungkin solusinya adalah sebelum menikah dan menjadi orang tua kita harus lebih mendalami lagi ilmu agama agar kita dapat menjadi orang tua yang baik untuk anak-anak kita. Sehingga kita tidak menciptakan trauma terhadap anak-anak kita nantinya. Kalau kita lihat juga di masyarakat banyak banget anak kecil yang belajar ngaji tapi begitu bisa membaca Al-Quran tidak lanjut lagi untuk mengkaji makna Al-Quran. Lalu, yang suka ikut kajian juga kebanyakan Ibu-Ibu atau Bapak-Bapak yang udah terlanjur punya anak. Sedangkan anak muda banyak menghabiskan waktu untuk barmain. Jadi ketika menikah belum tahu apa yang harus dilakukan. Semoga ke depannya lebih banyak majlis ilmu untuk anak-anak muda dan semoga anak muda ke depannya gak cuma belajar tapi bisa mengamalkan Al-Quran. Selain itu, saya juga mau mengucapkan terima kasih ustadz atas ilmunya. Kemarin-kemarin saya sempat melihat beberapa konten ceramah terkait childfree juga tapi saya nangkep nya mereka menghakimi. Di konten ini saya jadi lebih paham mengapa childfree tidak sesuai dengan ajaran agama kita.",1,0,1,0
Dari pengamat  jd  jubir   lanjut  pejabat....,1,0,1,0
Syyuuullliiitttt anies jadi presiden.... Gak punya program pro rakyat.... Yang dijual cuma jelek2 kan lawan doank,1,0,1,0
udah mulai ikut trend kah mli?,1,1,0,0
Di luar pemikiran coy,1,1,0,0
"ALLAH SWT menganugerahi Wanita itu Limpahan kasih sayang berupa Rahim gunanya untuk melahirkan anak &amp; keturunan, setiap Wanita yg berakal sehat &amp; waras pasti impian dalam berumah tangga salah satunya ingin mempunyai anak &amp; keturunan itu fitrah manusia, Kalo tidak mau punya Anak &amp; keturunan angkat aja rahimnya sekalian 🙏",1,1,0,0
Selamat atas keberhasilan soni wakwaw telah berhasil cosplay menjadi sterofom pembungkus mic di stasiun radio ternama.,1,1,0,0
"udah basi, udah ga menarik lagi bro tu orang sad sed sad sed",1,1,0,0
TOLKON,1,1,0,0
Fajar semoga sucses,1,1,0,0
<b><i>Jangan sampai dipilih orang-orang yang berambisi untuk menjadi pemimpin atau bendahara</i></b>,1,1,0,0
"Ya ya,, kalau terpilih sih oke, kalau gak jadi presiden malu,,,koar koar,, jauh zaman pak Jokowi,, betul betul rakyat yang mau pak Jokowi jadi presiden",1,1,0,0
yang ditunggu nih akhirnya wkwk,1,1,0,0
Wuuuuuzzzz Anies semakin di depan yg dukung semakin banyak..,1,1,0,0
Susah untuk dimengerti,1,1,0,0
"Lah ini baru pas, hendri kadrun ya pas nya jadi jubir bukan pengamat politik. Itulah kesantunan masyarakat Indonesia belum tentu memilih tapi selalu menyambut jika ada orang datang.",1,1,0,0
wkwkwk gua liat yg komen ngakak🤣🤣,1,1,0,0
"Tiga absolute man bertemu secara natural membius penonton, terbang ke awan",1,1,0,0
ProfBlegug..!!,1,1,0,0
1422024 perubahan nyata kenapa harus menunggu ?Dan Rakyat dipinta harus bersabar saat disuguhkan bertubi -tubi menu hubbundunya para pejabat dan keluarganya,1,1,0,0
@Asiyah Ajah  🌹😊🙏 terima kasih ibu mau menerima perkenalan dari @ saya,1,1,0,0
"gk perlu pke sembako,kita ikhlas sambut anies..",1,1,0,0
"Nyatanya sama sekali  malah merusak, diobrak abrik kaya kelompoknya",1,1,0,0
Silaturahmi Anies Baswedan  kok g boleh,1,1,0,0
mau warawiri kmna aja ..gak bakalan menang juga...kasihan loe nisss,1,1,0,0
@Hasan Achmad KLO EMG JDI DUET PRABOWO GANJAR . UDA PASTI MENANG MUTLAK 85% . DUIET PRABOWO GANJAR UDA GA ADA LAWANNYA.,1,0,1,0
"Kpu blom tetapkan masa kampanye, pendaftaran capres blom....., stard, mana yg di curi...., judul bodoh....",1,0,1,0
Rezim wakanda pakde owi anak dan menantu jd kerajaannya pakde 🤣🤣🤣,1,0,1,0
ADA FAJAR... MAMPIR DULU AH... AYO  LIKE AND SHARE GAEEEES....,1,1,0,0
Sya nonton dari menit 1. Sampai menit ke 40. Gunanya wakwauu ngapain miiin??,1,1,0,0
sakit perut ketawakan komenmu kak,1,1,0,0
Yg di tunggu,1,1,0,0
😊😊😊😊😊😊😊😊😊😊Selamat,1,1,0,0
Arya dwi pangga pendekar syair berdarah terlahir kembali =fajar sadboy,1,1,0,0
"Sangking gabutnya, gw tonton sampe abis",1,1,0,0
Menurut gua ngakak sih karena pembicaraan agak ngawur🤣🤣🤣🤣,1,1,0,0
Ya Allah 45 menit lebih gua nontonin ilmuwan dunia🙏🏻,1,1,0,0
ajg tiba tiba nyanyi,1,0,0,1
kok malah mumet aku deloke🤣,1,1,0,0
Sekian lama NASA fafifu bahas keberadaan UFO dan ALIEN ! dan MLI membuktikan MEREKAAAA ADA !!!! SALUD,1,1,0,0
Anehnya kalau yg lain yg Deket kekuasaan ko ngga dibilang curi start  pdahal mereka lebih parah karena menggunakan pasilitas negara kalw PK Anies itu rakyat biasa tida menggunakan pasilitas negara,1,1,0,0
Yang mau nada dering teriakan  para penghuni neraka dipersilahkan,1,1,0,0
"GESTURE tubuh nya Pak Anies ENAK DILIHAT...TIDAK TERSIMPAN DUSTA, Insyaallah",1,1,0,0
Anda nyambung ngg,1,1,0,0
"Zaman dulu ada raja yang takut dengan lahirnya anak karena diramal akan menggeser tahtanya. Semua dilarang hamil, kalau ada yang lahir anak lelaki maka dibunuh. Namanya Fir Aun. Zaman sekarang ada wanita yang takut dengan lahirnya anak karena diramal akan menggeser kecantikannya, ekonominya, waktu luangnya, dana botoxnya. Namanya Firaunwati.",1,0,0,1
